subject_id,session_id,run_id,trial_index,block_id,trials_into_block,motion_direction,motion_coherence,prior_std,prior_mean,estimate_deg,error_from_motion,abs_error_from_motion,motion_offset_from_prior,estimate_offset_from_prior,prev_prior_std,prev_prior_mean,same_session_prev,prior_std_change,original_estimate_deg,simulated_error_from_motion,simulated_from_predicted_estimate_deg,simulated_is_lapse,recovery_subject_id
1,1,2,6,2,6,155,0.12,80,225,158.24460491078156,-3.901399919666261,3.901399919666261,-70.0,-73.90139991966626,10.0,225.0,True,70.0,151.09860008033374,3.244604910781561,163.0,False,1
1,1,2,7,2,7,165,0.12,80,225,169.4728522574015,-12.755484329404595,12.755484329404595,-60.0,-72.7554843294046,10.0,225.0,True,70.0,152.2445156705954,4.472852257401513,172.0,False,1
1,1,2,8,2,8,215,0.06,80,225,269.5260213329756,-46.712666065741644,46.712666065741644,-10.0,-56.712666065741644,10.0,225.0,True,70.0,168.28733393425836,54.526021332975574,218.0,True,1
1,1,2,9,2,9,265,0.06,80,225,245.22888000472759,2.981990287021574,2.981990287021574,40.0,42.981990287021574,10.0,225.0,True,70.0,267.9819902870216,-19.771119995272414,253.0,False,1
1,1,3,1,3,1,225,0.06,20,225,190.43115870764188,-10.876042455275837,10.876042455275837,0.0,-10.876042455275837,80.0,225.0,True,-60.0,214.12395754472416,-34.568841292358115,225.0,False,1
1,1,3,2,3,2,215,0.06,20,225,251.48597117638977,15.1667758083872,15.1667758083872,-10.0,5.1667758083872,80.0,225.0,True,-60.0,230.1667758083872,36.48597117638977,223.0,True,1
1,1,3,3,3,3,225,0.06,20,225,224.6032879412004,-4.000548913705785,4.000548913705785,0.0,-4.000548913705785,80.0,225.0,True,-60.0,220.99945108629421,-0.3967120587996078,225.0,False,1
1,1,3,4,3,4,245,0.24,20,225,235.4242845310646,-1.0822371084730094,1.0822371084730094,20.0,18.91776289152699,80.0,225.0,True,-60.0,243.917762891527,-9.575715468935414,238.0,False,1
1,1,3,5,3,5,235,0.06,20,225,234.46778947888956,-11.708717733182482,11.708717733182482,10.0,-1.7087177331824819,80.0,225.0,True,-60.0,223.29128226681752,-0.5322105211104429,227.0,False,1
1,1,3,6,3,6,195,0.24,20,225,179.97157895453665,29.43719785707907,29.43719785707907,-30.0,-0.5628021429209298,80.0,225.0,True,-60.0,224.43719785707907,-15.028421045463347,206.0,False,1
1,1,3,7,3,7,225,0.24,20,225,199.69203649671348,5.1667758083872,5.1667758083872,0.0,5.1667758083872,80.0,225.0,True,-60.0,230.1667758083872,-25.307963503286516,225.0,False,1
1,1,3,8,3,8,245,0.06,20,225,258.9329400434512,-22.854633323444205,22.854633323444205,20.0,-2.8546333234442045,80.0,225.0,True,-60.0,222.1453666765558,13.932940043451197,230.0,False,1
1,1,3,9,3,9,185,0.24,20,225,182.01428698153106,-1.8157633923402443,1.8157633923402443,-40.0,-41.815763392340244,80.0,225.0,True,-60.0,183.18423660765976,-2.9857130184689424,200.0,False,1
1,1,4,1,4,1,265,0.12,40,225,244.17314888778907,-33.68730860135102,33.68730860135102,40.0,6.31269139864898,20.0,225.0,True,20.0,231.31269139864898,-20.82685111221093,258.0,False,1
1,1,4,2,4,2,255,0.12,40,225,262.6971896005735,-17.957730650042947,17.957730650042947,30.0,12.042269349957053,20.0,225.0,True,20.0,237.04226934995705,7.697189600573495,250.0,False,1
1,1,4,3,4,3,155,0.06,40,225,200.77219246663674,-3.901399919666261,3.901399919666261,-70.0,-73.90139991966626,20.0,225.0,True,20.0,151.09860008033374,45.77219246663674,180.0,False,1
1,1,4,4,4,4,205,0.24,40,225,201.76360654632936,11.415788725247523,11.415788725247523,-20.0,-8.584211274752477,20.0,225.0,True,20.0,216.41578872524752,-3.236393453670644,207.0,False,1
1,1,4,5,4,5,295,0.06,40,225,298.44079263927546,11.943120355917415,11.943120355917415,70.0,81.94312035591742,20.0,225.0,True,20.0,306.9431203559174,3.4407926392754575,270.0,True,1
1,1,4,6,4,6,235,0.12,40,225,269.58663334427536,-12.854633323444205,12.854633323444205,10.0,-2.8546333234442045,20.0,225.0,True,20.0,222.1453666765558,34.586633344275356,233.0,False,1
1,1,4,7,4,7,205,0.06,40,225,204.72332646871175,11.415788725247523,11.415788725247523,-20.0,-8.584211274752477,20.0,225.0,True,20.0,216.41578872524752,-0.2766735312882531,212.0,False,1
1,1,4,8,4,8,185,0.12,40,225,202.12937174658313,23.39437959341589,23.39437959341589,-40.0,-16.60562040658411,20.0,225.0,True,20.0,208.3943795934159,17.129371746583132,191.0,False,1
1,1,4,9,4,9,265,0.06,40,225,355.47944647979307,-40.56280214292093,40.56280214292093,40.0,-0.5628021429209298,20.0,225.0,True,20.0,224.43719785707907,90.47944647979307,250.0,True,1
1,1,5,1,5,1,285,0.06,80,225,249.2699166712285,-68.02122683108044,68.02122683108044,60.0,-8.02122683108044,40.0,225.0,True,40.0,216.97877316891956,-35.730083328771514,269.0,False,1
1,1,5,2,5,2,155,0.12,80,225,160.4288729884358,33.91381455896797,33.91381455896797,-70.0,-36.08618544103203,40.0,225.0,True,40.0,188.91381455896797,5.428872988435813,162.0,False,1
1,1,5,3,5,3,245,0.12,80,225,201.37188386768239,-10.249561830566108,10.249561830566108,20.0,9.750438169433892,40.0,225.0,True,40.0,234.7504381694339,-43.628116132317615,243.0,False,1
1,1,5,4,5,4,325,0.06,80,225,333.9362895847589,-38.68336026879206,38.68336026879206,100.0,61.31663973120794,40.0,225.0,True,40.0,286.31663973120794,8.936289584758924,302.0,False,1
1,1,5,5,5,5,315,0.06,80,225,329.9149212334685,-45.8720941227167,45.8720941227167,90.0,44.1279058772833,40.0,225.0,True,40.0,269.1279058772833,14.914921233468476,293.0,False,1
1,1,5,6,5,6,145,0.24,80,225,159.95545759020985,0.3690221290254385,0.3690221290254385,-80.0,-79.63097787097456,40.0,225.0,True,40.0,145.36902212902544,14.955457590209846,149.0,False,1
1,1,5,7,5,7,235,0.12,80,225,237.47397897867108,5.480016120741993,5.480016120741993,10.0,15.480016120741993,40.0,225.0,True,40.0,240.480016120742,2.4739789786710844,234.0,False,1
1,1,5,8,5,8,185,0.12,80,225,200.63324612711426,52.04226934995705,52.04226934995705,-40.0,12.042269349957053,40.0,225.0,True,40.0,237.04226934995705,15.633246127114262,190.0,False,1
1,1,5,9,5,9,275,0.06,80,225,222.89176575612794,37.672698307225744,37.672698307225744,50.0,87.67269830722574,40.0,225.0,True,40.0,312.67269830722574,-52.10823424387206,261.0,False,1
1,2,6,1,6,1,225,0.06,10,225,198.25663809638976,1.7290290376022313,1.7290290376022313,0.0,1.7290290376022313,80.0,225.0,False,-70.0,226.72902903760223,-26.743361903610236,225.0,False,1
1,2,6,2,6,2,225,0.24,10,225,251.51265500025488,1.7290290376022313,1.7290290376022313,0.0,1.7290290376022313,80.0,225.0,False,-70.0,226.72902903760223,26.51265500025488,225.0,False,1
1,2,6,3,6,3,225,0.24,10,225,189.61971878455384,5.1667758083872,5.1667758083872,0.0,5.1667758083872,80.0,225.0,False,-70.0,230.1667758083872,-35.38028121544616,225.0,False,1
1,2,6,4,6,4,215,0.12,10,225,220.16663320546076,14.020860218125677,14.020860218125677,-10.0,4.0208602181256765,80.0,225.0,False,-70.0,229.02086021812568,5.166633205460755,223.0,False,1
1,2,6,5,6,5,225,0.12,10,225,225.33260061155022,7.458606988910617,7.458606988910617,0.0,7.458606988910617,80.0,225.0,False,-70.0,232.45860698891062,0.3326006115502196,225.0,False,1
1,2,6,6,6,6,235,0.06,10,225,246.69640324351357,-2.541393011089383,2.541393011089383,10.0,7.458606988910617,80.0,225.0,False,-70.0,232.45860698891062,11.696403243513572,226.0,False,1
1,2,6,7,6,7,245,0.12,10,225,194.56637185358616,-14.8332241916128,14.8332241916128,20.0,5.1667758083872,80.0,225.0,False,-70.0,230.1667758083872,-50.43362814641384,229.0,False,1
1,2,6,8,6,8,205,0.06,10,225,225.44715337480397,26.31269139864898,26.31269139864898,-20.0,6.31269139864898,80.0,225.0,False,-70.0,231.31269139864898,20.447153374803975,223.0,False,1
1,2,6,9,6,9,225,0.12,10,225,218.72881414327782,-6.292380094229088,6.292380094229088,0.0,-6.292380094229088,80.0,225.0,False,-70.0,218.7076199057709,-6.271185856722184,225.0,False,1
1,2,7,1,7,1,235,0.24,20,225,279.39116211517774,-8.270970962397769,8.270970962397769,10.0,1.7290290376022313,10.0,225.0,True,10.0,226.72902903760223,44.391162115177735,231.0,False,1
1,2,7,2,7,2,205,0.06,20,225,199.50774397005947,10.269873134985943,10.269873134985943,-20.0,-9.730126865014057,10.0,225.0,True,10.0,215.26987313498594,-5.492256029940535,220.0,False,1
1,2,7,3,7,3,225,0.12,20,225,234.73405575180738,16.625931711003744,16.625931711003744,0.0,16.625931711003744,10.0,225.0,True,10.0,241.62593171100374,9.734055751807375,225.0,False,1
1,2,7,4,7,4,225,0.06,20,225,317.20284905614585,13.188184940218832,13.188184940218832,0.0,13.188184940218832,10.0,225.0,True,10.0,238.18818494021883,92.20284905614585,225.0,True,1
1,2,7,5,7,5,205,0.12,20,225,204.416524780971,12.561704315509218,12.561704315509218,-20.0,-7.438295684490782,10.0,225.0,True,10.0,217.56170431550922,-0.5834752190289976,215.0,False,1
1,2,7,6,7,6,255,0.24,20,225,230.38805555844434,4.960581155190084,4.960581155190084,30.0,34.960581155190084,10.0,225.0,True,10.0,259.9605811551901,-24.611944441555664,244.0,False,1
1,2,7,7,7,7,205,0.24,20,225,195.79174001920927,18.291282266817518,18.291282266817518,-20.0,-1.7087177331824819,10.0,225.0,True,10.0,223.29128226681752,-9.208259980790729,212.0,False,1
1,2,7,8,7,8,235,0.12,20,225,250.40717707304626,3.1881849402188323,3.1881849402188323,10.0,13.188184940218832,10.0,225.0,True,10.0,238.18818494021883,15.407177073046256,230.0,False,1
1,2,7,9,7,9,235,0.24,20,225,238.6418337222995,2.042269349957053,2.042269349957053,10.0,12.042269349957053,10.0,225.0,True,10.0,237.04226934995705,3.641833722299509,231.0,False,1
1,2,8,1,8,1,235,0.06,40,225,247.75482212644937,-24.313789226060692,24.313789226060692,10.0,-14.313789226060692,20.0,225.0,True,20.0,210.6862107739393,12.754822126449369,231.0,False,1
1,2,8,2,8,2,215,0.06,40,225,218.46602615709168,51.836074696759965,51.836074696759965,-10.0,41.836074696759965,20.0,225.0,True,20.0,266.83607469675997,3.466026157091676,219.0,False,1
1,2,8,3,8,3,235,0.12,40,225,258.37069939150956,-12.854633323444205,12.854633323444205,10.0,-2.8546333234442045,20.0,225.0,True,20.0,222.1453666765558,23.37069939150956,233.0,False,1
1,2,8,4,8,4,285,0.24,40,225,266.2056167989914,-2.121107039576998,2.121107039576998,60.0,57.878892960423,20.0,225.0,True,20.0,282.878892960423,-18.7943832010086,280.0,False,1
1,2,8,5,8,5,245,0.12,40,225,242.4193805396069,-19.416886552659463,19.416886552659463,20.0,0.583113447340537,20.0,225.0,True,20.0,225.58311344734054,-2.580619460393109,242.0,False,1
1,2,8,6,8,6,225,0.06,40,225,216.4769272348629,-0.5628021429209298,0.5628021429209298,0.0,-0.5628021429209298,20.0,225.0,True,20.0,224.43719785707907,-8.523072765137101,225.0,False,1
1,2,8,7,8,7,315,0.06,40,225,272.8564790862998,-34.41293822010027,34.41293822010027,90.0,55.58706177989973,20.0,225.0,True,20.0,280.5870617798997,-42.14352091370017,285.0,False,1
1,2,8,8,8,8,265,0.12,40,225,270.9081593782651,-2.747587664286641,2.747587664286641,40.0,37.25241233571336,20.0,225.0,True,20.0,262.25241233571336,5.908159378265111,259.0,False,1
1,2,8,9,8,9,225,0.06,40,225,64.95930172207571,2.8749446278640676,2.8749446278640676,0.0,2.8749446278640676,20.0,225.0,True,20.0,227.87494462786407,-160.0406982779243,225.0,True,1
1,2,9,1,9,1,255,0.12,80,225,263.38400211974823,-7.644490337688069,7.644490337688069,30.0,22.35550966231193,40.0,225.0,True,40.0,247.35550966231193,8.384002119748232,251.0,False,1
1,2,9,2,9,2,265,0.06,80,225,243.11469740641297,-66.91886071893879,66.91886071893879,40.0,-26.918860718938788,40.0,225.0,True,40.0,198.0811392810612,-21.885302593587028,254.0,False,1
1,2,9,3,9,3,185,0.06,80,225,114.52156984027422,-25.879990787834828,25.879990787834828,-40.0,-65.87999078783483,40.0,225.0,True,40.0,159.12000921216517,-70.47843015972578,196.0,True,1
1,2,9,4,9,4,165,0.06,80,225,178.23886365671086,10.162827475828237,10.162827475828237,-60.0,-49.83717252417176,40.0,225.0,True,40.0,175.16282747582824,13.238863656710862,181.0,False,1
1,2,9,5,9,5,215,0.06,80,225,208.86372250797763,-12.335198357892267,12.335198357892267,-10.0,-22.335198357892267,40.0,225.0,True,40.0,202.66480164210773,-6.136277492022373,218.0,False,1
1,2,9,6,9,6,145,0.12,80,225,172.6444524274188,-8.79830259306786,8.79830259306786,-80.0,-88.79830259306786,40.0,225.0,True,40.0,136.20169740693214,27.6444524274188,153.0,False,1
1,2,9,7,9,7,255,0.24,80,225,261.7726352996845,6.106496745451693,6.106496745451693,30.0,36.10649674545169,40.0,225.0,True,40.0,261.1064967454517,6.772635299684509,253.0,False,1
1,2,9,8,9,8,305,0.06,80,225,256.7401490310207,13.40227625853396,13.40227625853396,80.0,93.40227625853396,40.0,225.0,True,40.0,318.40227625853396,-48.25985096897932,285.0,False,1
1,2,9,9,9,9,315,0.12,80,225,319.81177349707525,-11.494626414867355,11.494626414867355,90.0,78.50537358513265,40.0,225.0,True,40.0,303.50537358513265,4.811773497075251,307.0,False,1
1,2,10,1,10,1,135,0.06,80,225,155.24677514430448,106.62593171100377,106.62593171100377,-90.0,16.625931711003744,80.0,225.0,True,0.0,241.62593171100374,20.24677514430448,157.0,False,1
1,2,10,2,10,2,275,0.06,80,225,250.83002691370865,-81.5025230799854,81.5025230799854,50.0,-31.502523079985394,80.0,225.0,True,0.0,193.4974769200146,-24.16997308629135,261.0,False,1
1,2,10,3,10,3,195,0.12,80,225,205.17555880702403,11.102548412892617,11.102548412892617,-30.0,-18.897451587107383,80.0,225.0,True,0.0,206.10254841289262,10.175558807024032,199.0,False,1
1,2,10,4,10,4,305,0.12,80,225,276.6367130337867,-111.5025230799854,111.5025230799854,80.0,-31.502523079985394,80.0,225.0,True,0.0,193.4974769200146,-28.36328696621331,297.0,True,1
1,2,10,5,10,5,155,0.06,80,225,178.9331399441286,1.8281780316419542,1.8281780316419542,-70.0,-68.17182196835805,80.0,225.0,True,0.0,156.82817803164195,23.933139944128612,173.0,False,1
1,2,10,6,10,6,295,0.06,80,225,274.4856451101286,-2.9537823174838422,2.9537823174838422,70.0,67.04621768251616,80.0,225.0,True,0.0,292.04621768251616,-20.514354889871413,277.0,False,1
1,2,10,7,10,7,325,0.24,80,225,333.9294997169545,-28.37011995643735,28.37011995643735,100.0,71.62988004356265,80.0,225.0,True,0.0,296.62988004356265,8.929499716954524,321.0,False,1
1,2,10,8,10,8,345,0.24,80,225,230.7472455348429,-26.59772374146604,26.59772374146604,120.0,93.40227625853396,80.0,225.0,True,0.0,318.40227625853396,-114.2527544651571,341.0,True,1
1,2,10,9,10,9,245,0.12,80,225,36.33731638055428,-1.0822371084730094,1.0822371084730094,20.0,18.91776289152699,80.0,225.0,True,0.0,243.917762891527,151.33731638055428,243.0,True,1
1,3,11,1,11,1,135,0.12,80,225,153.25112884871444,13.806768899810407,13.806768899810407,-90.0,-76.19323110018959,80.0,225.0,False,0.0,148.8067688998104,18.251128848714444,143.0,False,1
1,3,11,2,11,2,205,0.06,80,225,188.74919899438842,-148.04898297896426,148.04898297896426,-20.0,-168.04898297896426,80.0,225.0,False,0.0,56.951017021035724,-16.250801005611578,211.0,False,1
1,3,11,3,11,3,205,0.12,80,225,206.3216323721839,-1.189282767630715,1.189282767630715,-20.0,-21.189282767630715,80.0,225.0,False,0.0,203.81071723236929,1.321632372183899,207.0,False,1
1,3,11,4,11,4,215,0.12,80,225,229.13566026444803,-11.189282767630715,11.189282767630715,-10.0,-21.189282767630715,80.0,225.0,False,0.0,203.81071723236929,14.135660264448035,216.0,False,1
1,3,11,5,11,5,255,0.24,80,225,273.6720657502575,-9.936321518211287,9.936321518211287,30.0,20.063678481788713,80.0,225.0,False,0.0,245.0636784817887,18.672065750257502,253.0,False,1
1,3,11,6,11,6,105,0.12,80,225,108.72057173813168,2.553807650391093,2.553807650391093,-120.0,-117.4461923496089,80.0,225.0,False,0.0,107.5538076503911,3.720571738131696,112.0,False,1
1,3,11,7,11,7,95,0.12,80,225,115.34878199057312,-4.634926203533581,4.634926203533581,-130.0,-134.63492620353358,80.0,225.0,False,0.0,90.36507379646642,20.348781990573116,102.0,False,1
1,3,11,8,11,8,185,0.12,80,225,174.0350659183045,-6.399425753386794,6.399425753386794,-40.0,-46.399425753386794,80.0,225.0,False,0.0,178.6005742466132,-10.964934081695503,190.0,True,1
1,3,11,9,11,9,95,0.06,80,225,127.91567712441655,-9.218588564580159,9.218588564580159,-130.0,-139.21858856458016,80.0,225.0,False,0.0,85.78141143541983,32.91567712441656,117.0,False,1
1,3,12,1,12,1,215,0.06,10,225,210.71295598546013,116.00734775141211,116.00734775141211,-10.0,106.00734775141211,80.0,225.0,True,-70.0,331.0073477514121,-4.287044014539873,224.0,False,1
1,3,12,2,12,2,225,0.12,10,225,231.11513185815673,0.583113447340537,0.583113447340537,0.0,0.583113447340537,80.0,225.0,True,-70.0,225.58311344734054,6.1151318581567295,225.0,False,1
1,3,12,3,12,3,215,0.12,10,225,233.19399679090373,26.625931711003744,26.625931711003744,-10.0,16.625931711003744,80.0,225.0,True,-70.0,241.62593171100374,18.193996790903725,223.0,False,1
1,3,12,4,12,4,215,0.12,10,225,211.86431503761744,18.604522579172226,18.604522579172226,-10.0,8.604522579172226,80.0,225.0,True,-70.0,233.60452257917223,-3.1356849623825553,223.0,False,1
1,3,12,5,12,5,225,0.12,10,225,195.17060662339796,20.063678481788713,20.063678481788713,0.0,20.063678481788713,80.0,225.0,True,-70.0,245.0636784817887,-29.82939337660204,225.0,False,1
1,3,12,6,12,6,215,0.12,10,225,202.14737891817632,31.20959407205035,31.20959407205035,-10.0,21.20959407205035,80.0,225.0,True,-70.0,246.20959407205035,-12.852621081823685,223.0,False,1
1,3,12,7,12,7,235,0.24,10,225,233.15613615177648,5.480016120741993,5.480016120741993,10.0,15.480016120741993,80.0,225.0,True,-70.0,240.480016120742,-1.8438638482235206,228.0,False,1
1,3,12,8,12,8,235,0.24,10,225,25.415029207492815,12.355509662311931,12.355509662311931,10.0,22.35550966231193,80.0,225.0,True,-70.0,247.35550966231193,150.4150292074928,228.0,True,1
1,3,12,9,12,9,225,0.06,10,225,243.61677671060227,2.8749446278640676,2.8749446278640676,0.0,2.8749446278640676,80.0,225.0,True,-70.0,227.87494462786407,18.616776710602267,225.0,False,1
1,3,13,1,13,1,185,0.12,20,225,207.83612213691995,37.145366676555795,37.145366676555795,-40.0,-2.8546333234442045,10.0,225.0,True,10.0,222.1453666765558,22.836122136919954,207.0,False,1
1,3,13,2,13,2,215,0.12,20,225,233.73666000109776,2.5617043155092176,2.5617043155092176,-10.0,-7.438295684490782,10.0,225.0,True,10.0,217.56170431550922,18.73666000109776,220.0,False,1
1,3,13,3,13,3,235,0.24,20,225,232.7398340955097,12.355509662311931,12.355509662311931,10.0,22.35550966231193,10.0,225.0,True,10.0,247.35550966231193,-2.260165904490293,231.0,False,1
1,3,13,4,13,4,225,0.06,20,225,235.6499727084122,-10.876042455275837,10.876042455275837,0.0,-10.876042455275837,10.0,225.0,True,10.0,214.12395754472416,10.649972708412207,225.0,False,1
1,3,13,5,13,5,235,0.06,20,225,354.4367171948333,-22.02195804553739,22.02195804553739,10.0,-12.021958045537389,10.0,225.0,True,10.0,212.9780419544626,119.4367171948333,227.0,True,1
1,3,13,6,13,6,215,0.24,20,225,208.2452595390757,7.1453666765557955,7.1453666765557955,-10.0,-2.8546333234442045,10.0,225.0,True,10.0,222.1453666765558,-6.754740460924296,219.0,False,1
1,3,13,7,13,7,255,0.12,20,225,60.50676485366347,-31.708717733182482,31.708717733182482,30.0,-1.7087177331824819,10.0,225.0,True,10.0,223.29128226681752,165.50676485366347,239.0,True,1
1,3,13,8,13,8,245,0.06,20,225,226.4623153654542,-12.541393011089383,12.541393011089383,20.0,7.458606988910617,10.0,225.0,True,10.0,232.45860698891062,-18.537684634545798,230.0,False,1
1,3,13,9,13,9,225,0.12,20,225,231.52859043946358,0.583113447340537,0.583113447340537,0.0,0.583113447340537,10.0,225.0,True,10.0,225.58311344734054,6.528590439463585,225.0,False,1
1,3,14,1,14,1,215,0.06,40,225,229.1802476967503,12.874944627864068,12.874944627864068,-10.0,2.8749446278640676,20.0,225.0,True,20.0,227.87494462786407,14.180247696750314,219.0,False,1
1,3,14,2,14,2,235,0.06,40,225,247.47939085256453,-9.416886552659463,9.416886552659463,10.0,0.583113447340537,20.0,225.0,True,20.0,225.58311344734054,12.479390852564535,231.0,False,1
1,3,14,3,14,3,185,0.24,40,225,182.62362967794826,26.83212636420089,26.83212636420089,-40.0,-13.167873635799111,20.0,225.0,True,20.0,211.8321263642009,-2.3763703220517414,189.0,False,1
1,3,14,4,14,4,205,0.06,40,225,248.38059346306,61.836074696759965,61.836074696759965,-20.0,41.836074696759965,20.0,225.0,True,20.0,266.83607469675997,43.380593463059995,213.0,False,1
1,3,14,5,14,5,275,0.06,40,225,234.86165634258302,-18.477165615594913,18.477165615594913,50.0,31.522834384405087,20.0,225.0,True,20.0,256.5228343844051,-40.13834365741698,257.0,False,1
1,3,14,6,14,6,215,0.06,40,225,251.76783960631994,57.56565264806818,57.56565264806818,-10.0,47.56565264806818,20.0,225.0,True,20.0,272.5656526480682,36.76783960631994,219.0,True,1
1,3,14,7,14,7,155,0.24,40,225,172.4580120610785,-6.1932311001895926,6.1932311001895926,-70.0,-76.19323110018959,20.0,225.0,True,20.0,148.8067688998104,17.458012061078506,161.0,False,1
1,3,14,8,14,8,215,0.06,40,225,222.85162076649937,4.853535496032322,4.853535496032322,-10.0,-5.146464503967678,20.0,225.0,True,20.0,219.85353549603232,7.851620766499366,219.0,False,1
1,3,14,9,14,9,205,0.06,40,225,215.3582935166616,14.853535496032322,14.853535496032322,-20.0,-5.146464503967678,20.0,225.0,True,20.0,219.85353549603232,10.358293516661604,212.0,False,1
1,3,15,1,15,1,245,0.24,80,225,237.2613516237525,-13.68730860135102,13.68730860135102,20.0,6.31269139864898,40.0,225.0,True,40.0,231.31269139864898,-7.738648376247511,244.0,False,1
1,3,15,2,15,2,205,0.24,80,225,209.9720927285548,11.415788725247523,11.415788725247523,-20.0,-8.584211274752477,40.0,225.0,True,40.0,216.41578872524752,4.972092728554799,206.0,False,1
1,3,15,3,15,3,205,0.06,80,225,218.12587223688013,7.978041954462611,7.978041954462611,-20.0,-12.021958045537389,40.0,225.0,True,40.0,212.9780419544626,13.125872236880127,211.0,False,1
1,3,15,4,15,4,215,0.24,80,225,232.6774580022584,11.729029037602231,11.729029037602231,-10.0,1.7290290376022313,40.0,225.0,True,40.0,226.72902903760223,17.67745800225839,216.0,False,1
1,3,15,5,15,5,285,0.12,80,225,249.77680069832513,-4.412938220100273,4.412938220100273,60.0,55.58706177989973,40.0,225.0,True,40.0,280.5870617798997,-35.22319930167487,279.0,False,1
1,3,15,6,15,6,215,0.12,80,225,210.4639728257924,9.43719785707907,9.43719785707907,-10.0,-0.5628021429209298,40.0,225.0,True,40.0,224.43719785707907,-4.5360271742075895,216.0,False,1
1,3,15,7,15,7,275,0.06,80,225,341.8543182455037,-3.5802629421934284,3.5802629421934284,50.0,46.41973705780657,40.0,225.0,True,40.0,271.41973705780657,66.85431824550369,261.0,True,1
1,3,15,8,15,8,305,0.24,80,225,317.90350171192796,-16.391529088268726,16.391529088268726,80.0,63.608470911731274,40.0,225.0,True,40.0,288.6084709117313,12.903501711927959,301.0,False,1
1,3,15,9,15,9,215,0.12,80,225,202.29130937705963,16.31269139864898,16.31269139864898,-10.0,6.31269139864898,40.0,225.0,True,40.0,231.31269139864898,-12.708690622940367,216.0,False,1
1,4,16,1,16,1,235,0.12,40,225,238.47483452728844,-5.960645221200167,5.960645221200167,10.0,4.039354778799833,80.0,225.0,False,-40.0,229.03935477879983,3.4748345272884364,233.0,False,1
1,4,16,2,16,2,225,0.12,40,225,211.91200903913312,4.039354778799833,4.039354778799833,0.0,4.039354778799833,80.0,225.0,False,-40.0,229.03935477879983,-13.087990960866875,225.0,False,1
1,4,16,3,16,3,265,0.06,40,225,149.1070999215967,0.7086536671725412,0.7086536671725412,40.0,40.70865366717254,80.0,225.0,False,-40.0,265.70865366717254,-115.8929000784033,251.0,True,1
1,4,16,4,16,4,205,0.06,40,225,198.48443633857192,24.039354778799833,24.039354778799833,-20.0,4.039354778799833,80.0,225.0,False,-40.0,229.03935477879983,-6.515563661428075,212.0,False,1
